value,method,risk,run,lower,upper
0.0028884855938642994,constant,0.011977955911823646,1,0.001383112580607391,0.003056149996881986
0.003007665738223142,constant,0.01247695390781563,1,0.001440088975331286,0.003182270546069139
0.0031267533422972005,constant,0.012975951903807615,1,0.001497013807901956,0.003308294971208368
0.003245748372262056,constant,0.0134749498997996,1,0.001553887069296723,0.0034342232351251365
0.0033646507942767852,constant,0.013973947895791584,1,0.001610708750490785,0.003560055300625724
0.0034834605744839854,constant,0.014472945891783565,1,0.0016674788424572524,0.003685791130497248
0.0036021776790097337,constant,0.014971943887775549,1,0.0017241973361671107,0.003811430687507607
0.003720802073963605,constant,0.015470941883767533,1,0.001780864222589259,0.003936973934405509
0.003839333725438633,constant,0.015969939879759518,1,0.0018374794926904695,0.004062420833920431
0.003957772599511324,constant,0.016468937875751502,1,0.0018940431374354265,0.004187771348762623
0.004076118662241633,constant,0.016967935871743486,1,0.0019505551477866762,0.004313025441623078
0.004194371879672969,constant,0.01746693386773547,1,0.002007015514704688,0.004438183075173549
0.0043125322178321525,constant,0.017965931863727455,1,0.002063424229147795,0.004563244212066499
0.004430599642729448,constant,0.01846492985971944,1,0.0021197812820722356,0.0046882088149351195
0.004548574120358527,constant,0.018963927855711424,1,0.0021760866644321302,0.004813076846393306
0.004666455616696451,constant,0.019462925851703405,1,0.002232340367179479,0.004937848269035636
0.004784244097703701,constant,0.01996192384769539,1,0.002288542381264195,0.005062523045437387
0.004901939529324112,constant,0.020460921843687373,1,0.0023446926976340514,0.005187101138154483
0.00501954187748491,constant,0.020959919839679358,1,0.0024007913072347196,0.005311582509723514
0.005137051108096674,constant,0.021458917835671342,1,0.002456838201009756,0.005435967122661721
0.005254467187053365,constant,0.021957915831663326,1,0.0025128333699006,0.005560254939466942
0.005371790080232201,constant,0.02245691382765531,1,0.002568776804846575,0.005684445922617658
0.005489019753493852,constant,0.02295591182364729,1,0.0026246684967848907,0.00580854003457295
0.005606156172682224,constant,0.023454909819639276,1,0.002680508436650633,0.005932537237772508
0.0057231993036245404,constant,0.02395390781563126,1,0.002736296615376788,0.006056437494636565
0.0058401491121313695,constant,0.024452905811623245,1,0.0027920330238941976,0.006180240767565939
0.005957005563996531,constant,0.02495190380761523,1,0.002847717653131601,0.00630394701894201
0.006073768624997148,constant,0.025450901803607213,1,0.002903350494015615,0.0064275562111267
0.006190438260893608,constant,0.025949899799599198,1,0.002958931537470747,0.0065510683064624545
0.006307014437429547,constant,0.026448897795591182,1,0.0030144607744193547,0.006674483267272218
0.006423497120331866,constant,0.026947895791583167,1,0.003069938195781708,0.0067978010558594724
0.0065398862753106995,constant,0.027446893787575147,1,0.0031253637924759325,0.00692102163450817
0.006656181868059417,constant,0.027945891783567132,1,0.0031807375554180487,0.007044144965482748
0.006772383864254598,constant,0.028444889779559116,1,0.0032360594755219247,0.0071671710110281
0.00688849222955604,constant,0.0289438877755511,1,0.0032913295436993416,0.007290099733369593
0.007004506929606739,constant,0.029442885771543085,1,0.0033465477508599325,0.00741293109471302
0.007120427930032869,constant,0.02994188376753507,1,0.0034017140879112166,0.007535665057244604
0.007236255196443796,constant,0.030440881763527054,1,0.0034568285457585667,0.007658301583130985
0.0073519886944320365,constant,0.030939879759519034,1,0.0035118911153052537,0.007780840634519202
0.007467628389573298,constant,0.03143887775551102,1,0.0035669017874524304,0.007903282173536703
0.007583174247426393,constant,0.031937875751503,1,0.0036218605530990763,0.008025626162291287
0.007698626233533307,constant,0.03243687374749499,1,0.0036767674031420883,0.00814787256287114
0.00781398431341913,constant,0.03293587174348697,1,0.003731622328476216,0.008270021337344783
0.007929248452592071,constant,0.033434869739478956,1,0.0037864253199940707,0.008392072447761077
0.008044418616543453,constant,0.03393386773547094,1,0.0038411763685861503,0.008514025856149228
0.008159494770747702,constant,0.034432865731462925,1,0.0038958754651408235,0.008635881524518737
0.008274476880662306,constant,0.03493186372745491,1,0.003950522600544311,0.00875763941485942
0.008389364911727846,constant,0.035430861723446894,1,0.004005117765680714,0.008879299489141368
0.0085041588293679575,constant,0.03592985971943888,1,0.004059660951431989,0.009000861709314955
0.008618858598989344,constant,0.03642885771543086,1,0.004114152148677982,0.00912232603731081
0.008733464185981747,constant,0.03692785571142285,1,0.004168591348296398,0.009243692435039846
0.00884797555571792,constant,0.037426853707414824,1,0.004222978541162766,0.009364960864393142
0.008962392673553674,constant,0.03792585170340681,1,0.004277313718150547,0.009486131287242084
0.009076715504827828,constant,0.03842484969939879,1,0.004331596870131034,0.009607203665438222
0.009190944014862177,constant,0.03892384769539078,1,0.004385827987973374,0.0097281779608133
0.009305078168961527,constant,0.03942284569138276,1,0.004440007062544594,0.009849054135179273
0.009419117932413654,constant,0.039921843687374746,1,0.004494134084709563,0.00996983215032825
0.009533063270489316,constant,0.04042084168336673,1,0.004548209045331029,0.010090511968032501
0.009646914148442265,constant,0.040919839679358715,1,0.004602231935269623,0.01021109355004448
0.009760670531509114,constant,0.0414188376753507,1,0.004656202745383788,0.01033157685809671
0.009874332384909493,constant,0.04191783567134268,1,0.004710121466529849,0.010451961853901882
0.009987899673845946,constant,0.04241683366733467,1,0.004763988089562009,0.010572248499152802
0.010101372363503919,constant,0.04291583166332665,1,0.004817802605332309,0.010692436755522325
0.010214750419051767,constant,0.043414829659318636,1,0.004871565004690647,0.010812526584663439
0.010328033805640756,constant,0.04391382765531062,1,0.004925275278484782,0.010932517948209163
0.010441222488405039,constant,0.044412825651302605,1,0.004978933417560328,0.011052410807772597
0.010554316432461623,constant,0.04491182364729458,1,0.005032539412760766,0.011172205124946875
0.010667315602910427,constant,0.04541082164328657,1,0.005086093254927435,0.01129190086130518
0.010780219964834171,constant,0.04590981963927855,1,0.005139594934899506,0.011411497978400686
0.010893029483298448,constant,0.046408817635270536,1,0.005193044443514018,0.011530996437766564
0.011005744123351702,constant,0.04690781563126252,1,0.00524644177160586,0.011650396200916024
0.011118363850025174,constant,0.047406813627254504,1,0.005299786910007796,0.011769697229342221
0.011230888628332922,constant,0.04790581162324649,1,0.0053530798495504146,0.01188889948451827
0.011343318423271825,constant,0.04840480961923847,1,0.005406320581062157,0.012008002927897264
0.01145565319982153,constant,0.04890380761523046,1,0.005459509095369335,0.012127007520912211
0.011567892922944488,constant,0.04940280561122244,1,0.005512645383296097,0.01224591322497607
0.011680037557585905,constant,0.049901803607214426,1,0.005565729435664447,0.012364720001481685
0.011792087068673754,constant,0.05040080160320641,1,0.005618761243294229,0.012483427811801827
0.011904041421118762,constant,0.050899799599198395,1,0.005671740797003149,0.012602036617289132
0.012015900579814387,constant,0.05139879759519038,1,0.005724668087606766,0.012720546379276146
0.012127664509636829,constant,0.051897795591182364,1,0.005777543105918448,0.012838957059075227
0.012239333175445004,constant,0.05239679358717435,1,0.005830365842749471,0.012957268617978631
0.012350906542080514,constant,0.05289579158316633,1,0.005883136288908905,0.01307548101725841
0.012462384574367665,constant,0.05339478957915831,1,0.005935854435203654,0.013193594218166429
0.012573767237113495,constant,0.053893787575150294,1,0.005988520272438565,0.013311608181934442
0.01268505449510765,constant,0.05439278557114228,1,0.006041133791416207,0.013429522869773896
0.012796246313122484,constant,0.05489178356713426,1,0.006093694982937077,0.01354733824287609
0.012907342655912986,constant,0.05539078156312625,1,0.0061462038377994655,0.013665054262412062
0.013018343488216802,constant,0.05588977955911823,1,0.006198660346799531,0.013782670889532604
0.013129248774754194,constant,0.056388777555110216,1,0.006251064500731275,0.01390018808536827
0.013240058480228072,constant,0.0568877755511022,1,0.00630341629038651,0.014017605811029331
0.013350772569323953,constant,0.057386773547094184,1,0.006355715706554952,0.014134924027605786
0.013461391006709914,constant,0.05788577154308617,1,0.006407962740024085,0.01425214269616732
0.013571913757036681,constant,0.05838476953907815,1,0.00646015738157927,0.01436926177776332
0.013682340784937498,constant,0.05888376753507014,1,0.006512299622003692,0.014486281233422835
0.013792672055028259,constant,0.05938276553106212,1,0.006564389452078405,0.014603201024154612
0.013902907531907323,constant,0.059881763527054106,1,0.006616426862582267,0.014720021110947007
0.01401304718015569,constant,0.06038076152304609,1,0.006668411844291997,0.014836741454768055
0.014123090964336789,constant,0.06087975951903807,1,0.0067203443879820975,0.014953362016565351
0.014233038848996682,constant,0.06137875751503005,1,0.00677222448442499,0.015069882757266178
0.014342890798663868,constant,0.06187775551102204,1,0.006824052124390856,0.015186303637777355
0.014452646777849396,constant,0.06237675350701402,1,0.006875827298647762,0.015302624618985326
0.014562306751046798,constant,0.062875751503006,1,0.0069275499979615735,0.015418845661756069
0.014671870682732055,constant,0.06337474949899799,1,0.006979220213095997,0.015534966726935145
0.014781338537363672,constant,0.06387374749498997,1,0.0070308379348126004,0.01565098777534766
0.014890710279382602,constant,0.06437274549098196,1,0.007082403153870751,0.01576690876779825
0.014999985873212204,constant,0.06487174348697394,1,0.007133915861027638,0.01588272966507104
0.015109165283258341,constant,0.06537074148296593,1,0.00718537604703833,0.0159984504279297
0.015218248473909235,constant,0.06586973947895791,1,0.007236783702655663,0.016114071017117346
0.015327235409535588,constant,0.0663687374749499,1,0.007288138818630361,0.01622959139335659
0.01543612605449051,constant,0.06686773547094188,1,0.007339441385710939,0.016345011517349555
0.015544920373109429,constant,0.06736673346693386,1,0.007390691394643753,0.016460331349777722
0.01565361832971024,constant,0.06786573146292585,1,0.007441888836172968,0.01657555085130209
0.015762219888593165,constant,0.06836472945891783,1,0.0074930337010405855,0.016690669982563012
0.015870725014040833,constant,0.06886372745490982,1,0.007544125979986453,0.01680568870418034
0.015979133670318182,constant,0.0693627254509018,1,0.007595165663748246,0.016920606976753225
0.016087445821672514,constant,0.06986172344689379,1,0.007646152743061419,0.017035424760860264
0.016195661432333447,constant,0.07036072144288577,1,0.007697087208659291,0.0171501420170594
0.01630378046651293,constant,0.07085971943887776,1,0.007747969051272971,0.01726475870588793
0.016411802888405234,constant,0.07135871743486974,1,0.007798798261631443,0.017379274787862508
0.016519728662186907,constant,0.07185771543086172,1,0.007849574830461463,0.017493690223479127
0.016627557752016763,constant,0.07235671342685371,1,0.007900298748487638,0.017608004973213028
0.01673529012203597,constant,0.07285571142284569,1,0.007950970006432367,0.01772221899751885
0.016842925736367843,constant,0.07335470941883766,1,0.008001588595015888,0.017836332256830425
0.016950464559118084,constant,0.07385370741482965,1,0.008052154504956274,0.01795034471156097
0.017057906554374516,constant,0.07435270541082163,1,0.008102667726969374,0.01806425632210282
0.017165251686207292,constant,0.07485170340681362,1,0.008153128251768912,0.018178067048827712
0.017272499918668707,constant,0.0753507014028056,1,0.00820353607006637,0.018291776852086494
0.01737965121579335,constant,0.07584969939879758,1,0.008253891172571113,0.01840538569220931
0.017486705541597918,constant,0.07634869739478957,1,0.008304193549990242,0.01851889352950547
0.01759366286008137,constant,0.07684769539078155,1,0.008354443193028749,0.01863230032426349
0.017700523135224785,constant,0.07734669338677354,1,0.008404640092389384,0.01874560603675105
0.017807286330991448,constant,0.07784569138276552,1,0.008454784238772755,0.018858810627215044
0.017913952411326775,constant,0.0783446893787575,1,0.008504875622877241,0.018971914055881455
0.01802052134015837,constant,0.07884368737474949,1,0.0085549142353991,0.019084916282955475
0.018126993081395884,constant,0.07934268537074148,1,0.008604900067032312,0.01919781726862131
0.018233367598931183,constant,0.07984168336673346,1,0.008654833108468738,0.019310616973042406
0.018339644856638207,constant,0.08034068136272544,1,0.008704713350398042,0.019423315356361222
0.018445824818372952,constant,0.08083967935871743,1,0.008754540783507661,0.019535912378699335
0.01855190744797358,constant,0.08133867735470941,1,0.008804315398482882,0.019648408000157373
0.018657892709260285,constant,0.0818376753507014,1,0.008854037186006783,0.01976080218081503
0.018763780566035324,constant,0.08233667334669338,1,0.008903706136760265,0.019873094880731072
0.018869570982083028,constant,0.08283567134268537,1,0.008953322241421988,0.01998528605994322
0.018975263921169744,constant,0.08333466933867735,1,0.009002885490668496,0.02009737567846827
0.019080859347043913,constant,0.08383366733466933,1,0.009052395875174089,0.020209363696302007
0.019186357223435924,constant,0.08433266533066132,1,0.009101853385610864,0.020321250073419197
0.019291757514058233,constant,0.0848316633266533,1,0.009151258012648777,0.020433034769773588
0.019397060182605244,constant,0.08533066132264529,1,0.009200609746955529,0.02054471774529786
0.019502265192753387,constant,0.08582965931863727,1,0.009249908579196643,0.020656298959903664
0.019607372508161094,constant,0.08632865731462926,1,0.009299154500035498,0.020767778373481607
0.0197123820924687,constant,0.08682765531062124,1,0.009348347500133197,0.020879155945901166
0.01981729390929851,constant,0.087326653306613225,1,0.009397487570148681,0.020990431637010726
0.019922107922254823,constant,0.08782565130260521,1,0.009446574700738695,0.021101605406637608
0.02002682409492379,constant,0.0883246492985972,1,0.009495608882557778,0.02121267721458796
0.020131442390873555,constant,0.08882364729458916,1,0.00954459010625828,0.021323647020646815
0.02023596277365415,constant,0.08932264529058115,1,0.009593518362490335,0.021434514784578078
0.0203403852067975,constant,0.08982164328657313,1,0.009642393641901899,0.021545280466124434
0.020444709653817394,constant,0.09032064128256512,1,0.009691215935138678,0.021655944025007413
0.020548936078209568,constant,0.0908196392785571,1,0.009739985232844276,0.021766505420927416
0.020653064443451524,constant,0.09131863727454909,1,0.009788701525659943,0.021876964613563515
0.020757094713002675,constant,0.09181763527054107,1,0.009837364804224834,0.021987321562573627
0.020861026850304318,constant,0.09231663326653305,1,0.009885975059175912,0.02209757622759448
0.020964860818779477,constant,0.09281563126252504,1,0.009934532281147853,0.022207728568241457
0.021068596581833104,constant,0.09331462925851702,1,0.009983036460773205,0.022317778544108765
0.021172234102851878,constant,0.09381362725450901,1,0.010031487588682253,0.022427726114769272
0.021275773345204294,constant,0.09431262525050099,1,0.010079885655503079,0.02253757123977457
0.021379214272240682,constant,0.09481162324649298,1,0.010128230651861624,0.022647313878654988
0.021482556847293097,constant,0.09531062124248496,1,0.010176522568381561,0.022756953990919492
0.02158580103367537,constant,0.09580961923847695,1,0.010224761395684349,0.022866491536055716
0.021688946794683042,constant,0.09630861723446893,1,0.010272947124389226,0.022975926473529935
0.02179199409359353,constant,0.09680761523046091,1,0.010321079745113348,0.023085258762787154
0.021894942893665822,constant,0.0973066132264529,1,0.010369159248471458,0.02319448836325088
0.021997793158140683,constant,0.09780561122244488,1,0.01041718562507624,0.023303615234323293
0.022100544850240628,constant,0.09830460921843687,1,0.010465158865538103,0.023412639335385177
0.022203197933169827,constant,0.09880360721442885,1,0.010513078960465279,0.023521560625795888
0.022305752370114104,constant,0.09930260521042084,1,0.010560945900463728,0.023630379064893323
0.022408208124241005,constant,0.09980160320641282,1,0.010608759676137254,0.023739094611993992
0.022510565158699744,constant,0.1003006012024048,1,0.01065652027808744,0.02384770722639288
0.02261282343662112,constant,0.10079959919839679,1,0.010704227696913562,0.023956216867363524
0.022714982921117663,constant,0.10129859719438877,1,0.01075188192321285,0.02406462349415801
0.02281704357528344,constant,0.10179759519038076,1,0.010799482947580185,0.024172927066006877
0.02291900536219417,constant,0.10229659318637274,1,0.010847030760608245,0.02428112754211914
0.023020868244907178,constant,0.10279559118236473,1,0.010894525352887546,0.024389224881682315
0.02312263218646142,constant,0.10329458917835671,1,0.010941966715006354,0.02449721904386238
0.023224297149877338,constant,0.1037935871743487,1,0.01098935483755069,0.024605109987803707
0.023325863098157068,constant,0.10429258517034068,1,0.011036689711104393,0.02471289767262917
0.023427329994284166,constant,0.10479158316633266,1,0.011083971326249078,0.024820582057439942
0.023528697801223825,constant,0.10529058116232463,1,0.011131199673564077,0.0249281631013157
0.02362996648192278,constant,0.10578957915831662,1,0.011178374743626632,0.025035640763314493
0.023731135999309233,constant,0.1062885771543086,1,0.011225496527011629,0.02514301500247265
0.023832206316292945,constant,0.10678757515030059,1,0.011272565014291807,0.025250285777804995
0.02393317739576513,constant,0.10728657314629257,1,0.01131958019603762,0.02535745304830453
0.02403404920059854,constant,0.10778557114228456,1,0.011366542062817356,0.025464516772942727
0.024134821693647376,constant,0.10828456913827654,1,0.011413450605197094,0.025571476910669303
0.024235494837747312,constant,0.10878356713426852,1,0.011460305813740593,0.02567833342041228
0.024336068595715507,constant,0.10928256513026051,1,0.011507107679009478,0.02578508626107797
0.02443654293035051,constant,0.1097815631262525,1,0.011553856191563124,0.02589173539155098
0.024536917804432318,constant,0.11028056112224448,1,0.011600551341958634,0.025998280770694108
0.02463719318072234,constant,0.11077955911823646,1,0.011647193120750904,0.026104722357348425
0.02473736902196344,constant,0.11127855711422845,1,0.011693781518492628,0.02621106011033327
0.024837445290879806,constant,0.11177755511022043,1,0.01174031652573425,0.026317293988446108
0.02493742195017709,constant,0.11227655310621242,1,0.011786798133024008,0.026423423950462696
0.025037298962542254,constant,0.1127755511022044,1,0.01183322633090784,0.02652944995513689
0.025137076290643656,constant,0.11327454909819638,1,0.011879601109929562,0.026635371961200797
0.02523675389713098,constant,0.11377354709418837,1,0.011925922460630659,0.02674118992736463
0.02533633174463526,constant,0.11427254509018035,1,0.011972190373550408,0.0268469038123167
0.02543580979576883,constant,0.11477154308617234,1,0.01201840483922586,0.0269525135747235
0.025535188013125404,constant,0.11527054108216432,1,0.01206456584819187,0.027058019173229652
0.025634466359279975,constant,0.1157695390781563,1,0.012110673390981016,0.027163420566457857
0.025733644796788774,constant,0.11626853707414829,1,0.012156727458123604,0.027268717713008844
0.025832723288189363,constant,0.11676753507014027,1,0.012202728040147806,0.0273739105714615
0.02593170179600056,constant,0.11726653306613226,1,0.012248675127579451,0.02747899910037267
0.02603058028272244,constant,0.11776553106212424,1,0.012294568710942196,0.02758398325827728
0.026129358710836312,constant,0.11826452905811623,1,0.01234040878075742,0.027688863003688335
0.026228037042804755,constant,0.11876352705410821,1,0.012386195327544345,0.02779363829509678
0.026326615241071508,constant,0.1192625250501002,1,0.012431928341819836,0.027898309090971556
0.026425093268061514,constant,0.11976152304609218,1,0.012477607814098544,0.02800287534975958
0.02652347108618111,constant,0.12026052104208416,1,0.012523233734892978,0.028107337029885823
0.026621748657817468,constant,0.12075951903807614,1,0.012568806094713267,0.028211694089753048
0.02671992594533927,constant,0.12125851703406812,1,0.012614324884067468,0.028315946487742147
0.026818002911096178,constant,0.1217575150300601,1,0.012659790093461184,0.028420094182211777
0.026915979517418975,constant,0.12225651302605209,1,0.012705201713397915,0.028524137131498515
0.02701385572661974,constant,0.12275551102204407,1,0.012750559734378936,0.02862807529391695
0.02711163150099158,constant,0.12325450901803606,1,0.01279586414690318,0.02873190862775945
0.027209306802808683,constant,0.12375350701402804,1,0.01284111494146735,0.028835637091296232
0.027306881594326385,constant,0.12425250501002003,1,0.012886312108566004,0.02893926064277542
0.02740435583778121,constant,0.12475150300601201,1,0.012931455638691313,0.029042779240422933
0.027501729495390564,constant,0.125250501002004,1,0.012976545522333334,0.029146192842442544
0.02759900252935303,constant,0.12574949899799598,1,0.01302158174997979,0.02924950140701581
0.02769617490184831,constant,0.12624849699398796,1,0.013066564312116107,0.029352704892302038
0.027793246575037026,constant,0.12674749498997995,1,0.013111493199225612,0.02945580325643837
0.027890217511060897,constant,0.12724649298597193,1,0.013156368401789282,0.029558796457539713
0.02798708767204265,constant,0.12774549098196392,1,0.013201189910285854,0.029661684453698666
0.02808385702008602,constant,0.1282444889779559,1,0.013245957715191806,0.029764467202985576
0.028180525517275776,constant,0.12874348697394788,1,0.01329067180698144,0.029867144663448548
0.028277093125677583,constant,0.12924248496993987,1,0.013335332176126672,0.02996971679311331
0.028373559807338133,constant,0.12974148296593185,1,0.013379938813097222,0.03007218354998333
0.028469925524285122,constant,0.13024048096192384,1,0.013424491708360626,0.03017454489203974
0.028566190238527134,constant,0.13073947895791582,1,0.013468990852382085,0.030276800777241347
0.02866235391205367,constant,0.1312384769539078,1,0.013513436235624515,0.030378951163524525
0.028758416506835263,constant,0.1317374749498998,1,0.013557827848548748,0.03048099600880342
0.028854377984823196,constant,0.13223647294589178,1,0.013602165681613149,0.030582935270969606
0.02895023830794985,constant,0.13273547094188376,1,0.013646449725273915,0.030684768907892332
0.029045997438128288,constant,0.13323446893787574,1,0.013690679969985024,0.030786496877418495
0.02914165533725263,constant,0.13373346693386773,1,0.013734856406198134,0.0308881191373725
0.029237211967197696,constant,0.1342324649298597,1,0.013778979024362637,0.030989635645556304
0.029332667289819425,constant,0.1347314629258517,1,0.013823047814925764,0.03109104635974942
0.029428021266954235,constant,0.13523046092184368,1,0.013867062768332354,0.0311923512377088
0.0295232738604196,constant,0.13572945891783567,1,0.013911023875025071,0.03129355023716904
0.029618425032013798,constant,0.13622845691382765,1,0.013954931125444265,0.03139464331584213
0.029713474743515864,constant,0.13672745490981963,1,0.013998784510028063,0.03149563043141758
0.029808422956685662,constant,0.13722645290581162,1,0.01404258401921231,0.031596511541562323
0.0299032696332638,constant,0.1377254509018036,1,0.014086329643430597,0.031697286603920835
0.0299980147349716,constant,0.1382244488977956,1,0.014130021373114228,0.03179795557611484
0.030092658223511412,constant,0.13872344689378757,1,0.014173659198692304,0.031898518415743725
0.03018720006056591,constant,0.13922244488977956,1,0.014217243110591513,0.03199897508038401
0.030281640207798846,constant,0.13972144288577154,1,0.014260773099236472,0.03209932552758984
0.030375978626854525,constant,0.14022044088176353,1,0.014304249155049381,0.03219956971489259
0.030470215279358018,constant,0.1407194388777555,1,0.014347671268450206,0.032299707599801025
0.030564350126915094,constant,0.1412184368737475,1,0.014391039429856759,0.03239973913980132
0.03065838313111216,constant,0.14171743486973948,1,0.014434353629684357,0.032499664292356824
0.03075231425351635,constant,0.14221643286573146,1,0.01447761385834626,0.032599483014908406
0.030846143455675393,constant,0.14271543086172345,1,0.014520820106253345,0.03269919526487402
0.030939870699117702,constant,0.14321442885771543,1,0.014563972363814234,0.032798800999648985
0.03103349594535236,constant,0.14371342685370742,1,0.014607070621435314,0.032898300176606006
0.031127019155868976,constant,0.1442124248496994,1,0.014650114869520609,0.03299769275309474
0.03122044029213797,constant,0.14471142284569138,1,0.014693105098472006,0.033096978686442506
0.03131375931561009,constant,0.14521042084168334,1,0.014736041298689006,0.03319615793395348
0.0314069761877169,constant,0.14570941883767533,1,0.014778923460568897,0.0332952304529092
0.03150009086987028,constant,0.1462084168336673,1,0.0148217515745066,0.033394196200568264
0.031593103323463045,constant,0.1467074148296593,1,0.014864525630894878,0.03349305513416673
0.03168601350986819,constant,0.14720641282565128,1,0.01490724562012419,0.03359180721091752
0.03177882139043951,constant,0.14770541082164326,1,0.014949911532582611,0.03369045238801078
0.03187152692651116,constant,0.14820440881763525,1,0.014992523358656107,0.03378899062261391
0.031964130079397884,constant,0.14870340681362723,1,0.015035081088728228,0.03388742187187127
0.03205663081039491,constant,0.14920240480961922,1,0.01507758471318026,0.033985746092904445
0.03214902908077799,constant,0.1497014028056112,1,0.015120034222391276,0.03408396324281193
0.032241324851803255,constant,0.15020040080160318,1,0.015162429606738075,0.0341820732786695
0.032333518084707386,constant,0.15069939879759517,1,0.015204770856595017,0.03428007615752981
0.0324256087407076,constant,0.15119839679358715,1,0.015247057962334451,0.034377971836422674
0.03251759678100126,constant,0.15169739478957914,1,0.015289290914326145,0.03447576027235484
0.03260948216676643,constant,0.15219639278557112,1,0.015331469702937783,0.03457344142231009
0.03270126485916154,constant,0.1526953907815631,1,0.01537359431853472,0.03467101524324926
0.032792944819325334,constant,0.1531943887775551,1,0.015415664751479985,0.0347684816921101
0.032884522008376965,constant,0.15369338677354707,1,0.015457680992134328,0.03486584072580726
0.032975996387416065,constant,0.15419238476953906,1,0.015499643030856252,0.03496309230123242
0.03306736791752253,constant,0.15469138276553104,1,0.015541550858001985,0.035060236375254274
0.033158636559756635,constant,0.15519038076152303,1,0.015583404463925402,0.035157272904718234
0.033249802275158974,constant,0.155689378757515,1,0.01562520383897815,0.035254201846446696
0.033340865024750505,constant,0.156188376753507,1,0.015666948973509478,0.03535102315723898
0.03343182476953252,constant,0.15668737474949898,1,0.015708639857866507,0.03544773679387127
0.03352268147048652,constant,0.15718637274549097,1,0.015750276482393966,0.035544342713096526
0.03361343508857442,constant,0.15768537074148295,1,0.015791858837434256,0.03564084087164462
0.03370408558473832,constant,0.15818436873747493,1,0.01583338691332764,0.03573723122622223
0.03379463291990063,constant,0.15868336673346692,1,0.015874860700411927,0.035833513733512755
0.03388507705496399,constant,0.1591823647294589,1,0.01591628018902271,0.035929688350176583
0.0339754179508113,constant,0.1596813627254509,1,0.015957645369493272,0.036025755032850666
0.03406565556830565,constant,0.16018036072144287,1,0.015998956232154634,0.036121713738148833
0.03415578986829043,constant,0.16067935871743486,1,0.016040212767335423,0.036217564422661594
0.034245820811589084,constant,0.16117835671342684,1,0.016081414965362074,0.03631330704295626
0.03433574835900549,constant,0.16167735470941882,1,0.01612256281655873,0.036408941555576786
0.034425572471323385,constant,0.1621763527054108,1,0.016163656311247106,0.03650446791704381
0.034515293109306955,constant,0.1626753507014028,1,0.01620469543974676,0.03659988608385477
0.03460491023370041,constant,0.16317434869739478,1,0.01624568019237493,0.03669519601248369
0.03469442380522808,constant,0.16367334669338676,1,0.016286610559446506,0.0367903976593812
0.03478383378459449,constant,0.16417234468937875,1,0.016327486531274058,0.03688549098097458
0.034873140132484215,constant,0.16467134268537073,1,0.016368308098167906,0.036980475933667836
0.03496234280956198,constant,0.16517034068136272,1,0.01640907525043605,0.03707535247384142
0.03505144177647265,constant,0.1656693386773547,1,0.01644978797838425,0.037170120557852564
0.03514043699384101,constant,0.16616833667334668,1,0.016490446272315846,0.037264780142034847
0.035229328422272055,constant,0.16666733466933867,1,0.016531050122531945,0.037359331182698546
0.03531811602235074,constant,0.16716633266533065,1,0.016571599519331334,0.037453773636130436
0.03540679975464217,constant,0.16766533066132264,1,0.016612094453010543,0.03754810745859389
0.03549537957969137,constant,0.16816432865731462,1,0.0166525349138637,0.037642332606328655
0.03558385545802345,constant,0.1686633266533066,1,0.01669292089218273,0.03773644903555108
